Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
36845,17-03-2024 07:00,15-03-2024 04:00,15-03-2024 11:30,Visakhapatnam,318,Cybercrime,22,M,None,Other Crime,18,Yes,18-04-2024 07:00
36846,16-03-2024 12:00,15-03-2024 05:00,15-03-2024 18:12,Meerut,268,Illegal Possession,30,M,Poison,Other Crime,7,Yes,04-08-2024 12:00
36847,17-03-2024 05:00,15-03-2024 06:00,16-03-2024 05:15,Mumbai,530,Robbery,75,M,Blunt Object,Violent Crime,8,No,
36848,15-03-2024 09:00,15-03-2024 07:00,16-03-2024 06:25,Ahmedabad,576,Traffic Violation,16,F,Explosives,Traffic Fatality,18,No,
36849,18-03-2024 00:00,15-03-2024 08:00,15-03-2024 23:22,Hyderabad,125,Drug Offense,60,F,Poison,Other Crime,5,No,
36850,15-03-2024 12:00,15-03-2024 09:00,15-03-2024 14:22,Delhi,517,Sexual Assault,40,M,Blunt Object,Violent Crime,5,Yes,01-06-2025 12:00
36851,15-03-2024 13:00,15-03-2024 10:00,15-03-2024 22:53,Thane,200,Identity Theft,45,F,None,Violent Crime,17,Yes,04-12-2024 13:00
36852,16-03-2024 16:00,15-03-2024 11:00,15-03-2024 18:28,Delhi,446,Counterfeiting,60,F,Knife,Other Crime,3,Yes,28-04-2024 16:00
36853,17-03-2024 11:00,15-03-2024 12:00,15-03-2024 19:15,Nagpur,281,Identity Theft,20,F,Firearm,Violent Crime,3,Yes,21-04-2024 11:00
36854,17-03-2024 02:00,15-03-2024 13:00,16-03-2024 01:00,Delhi,308,Fraud,51,F,Poison,Other Crime,13,Yes,05-04-2024 02:00
36855,18-03-2024 00:00,15-03-2024 14:00,15-03-2024 16:40,Nagpur,156,Vehicle - Stolen,39,F,Blunt Object,Violent Crime,9,No,
36856,17-03-2024 15:00,15-03-2024 15:00,16-03-2024 13:04,Mumbai,578,Arson,58,M,Poison,Fire Accident,18,No,
36857,16-03-2024 06:00,15-03-2024 16:00,16-03-2024 00:38,Bhopal,566,Counterfeiting,50,F,Knife,Other Crime,9,No,
36858,18-03-2024 14:00,15-03-2024 17:00,16-03-2024 05:14,Delhi,593,Robbery,37,F,None,Violent Crime,17,Yes,13-06-2024 14:00
36859,17-03-2024 06:00,15-03-2024 18:00,15-03-2024 19:23,Jaipur,430,Extortion,19,M,None,Other Crime,8,No,
36860,18-03-2024 17:00,15-03-2024 19:00,16-03-2024 18:14,Delhi,208,Homicide,32,F,Firearm,Other Crime,11,Yes,29-12-2025 17:00
36861,17-03-2024 03:00,15-03-2024 20:00,16-03-2024 11:55,Ghaziabad,250,Vandalism,68,F,None,Other Crime,18,No,
36862,16-03-2024 17:00,15-03-2024 21:00,16-03-2024 17:51,Agra,420,Traffic Violation,22,F,Firearm,Traffic Fatality,7,Yes,21-03-2024 17:00
36863,18-03-2024 10:00,15-03-2024 22:00,16-03-2024 18:18,Kanpur,240,Robbery,23,F,Poison,Violent Crime,6,No,
36864,17-03-2024 01:00,15-03-2024 23:00,16-03-2024 18:13,Bangalore,366,Traffic Violation,10,M,Knife,Traffic Fatality,10,Yes,30-03-2024 01:00
36865,17-03-2024 08:00,16-03-2024 00:00,16-03-2024 23:50,Delhi,430,Extortion,73,F,None,Other Crime,7,Yes,19-05-2024 08:00
36866,17-03-2024 04:00,16-03-2024 01:00,16-03-2024 02:18,Pune,227,Firearm Offense,25,F,Poison,Fire Accident,4,Yes,25-04-2024 04:00
36867,16-03-2024 22:00,16-03-2024 02:00,16-03-2024 14:20,Bangalore,328,Fraud,23,M,Poison,Other Crime,7,Yes,04-10-2024 22:00
36868,16-03-2024 17:00,16-03-2024 03:00,16-03-2024 16:05,Delhi,275,Shoplifting,41,F,Blunt Object,Other Crime,11,Yes,05-01-2024 17:00
36869,18-03-2024 21:00,16-03-2024 04:00,16-03-2024 22:36,Chennai,358,Robbery,16,F,None,Violent Crime,8,No,
36870,18-03-2024 03:00,16-03-2024 05:00,16-03-2024 05:05,Hyderabad,383,Burglary,34,M,Blunt Object,Other Crime,9,No,
36871,17-03-2024 19:00,16-03-2024 06:00,16-03-2024 20:09,Hyderabad,361,Shoplifting,39,F,Poison,Other Crime,2,No,
36872,17-03-2024 14:00,16-03-2024 07:00,16-03-2024 08:07,Patna,506,Sexual Assault,18,F,Firearm,Violent Crime,3,Yes,09-01-2025 14:00
36873,18-03-2024 20:00,16-03-2024 08:00,16-03-2024 12:27,Pune,119,Kidnapping,17,F,Explosives,Other Crime,3,Yes,05-02-2024 20:00
36874,18-03-2024 22:00,16-03-2024 09:00,17-03-2024 07:21,Meerut,215,Domestic Violence,44,F,Knife,Violent Crime,2,No,
36875,16-03-2024 18:00,16-03-2024 10:00,16-03-2024 21:49,Mumbai,108,Kidnapping,51,F,Knife,Other Crime,8,Yes,06-02-2024 18:00
36876,18-03-2024 13:00,16-03-2024 11:00,16-03-2024 22:57,Lucknow,567,Homicide,79,F,Knife,Other Crime,18,No,
36877,18-03-2024 04:00,16-03-2024 12:00,16-03-2024 20:17,Ahmedabad,494,Assault,75,F,Explosives,Violent Crime,3,No,
36878,18-03-2024 12:00,16-03-2024 13:00,17-03-2024 11:38,Delhi,270,Illegal Possession,57,F,Other,Other Crime,17,Yes,05-05-2024 12:00
36879,18-03-2024 16:00,16-03-2024 14:00,17-03-2024 04:05,Ahmedabad,261,Fraud,16,F,Other,Other Crime,14,Yes,18-04-2024 16:00
36880,19-03-2024 10:00,16-03-2024 15:00,17-03-2024 01:31,Kanpur,470,Vandalism,16,F,Blunt Object,Other Crime,10,Yes,26-03-2024 10:00
36881,18-03-2024 22:00,16-03-2024 16:00,16-03-2024 19:02,Bangalore,237,Kidnapping,24,F,None,Other Crime,2,No,
36882,19-03-2024 14:00,16-03-2024 17:00,17-03-2024 09:58,Kanpur,256,Illegal Possession,20,F,Poison,Other Crime,5,Yes,23-05-2024 14:00
36883,19-03-2024 13:00,16-03-2024 18:00,17-03-2024 11:15,Mumbai,466,Vandalism,14,F,None,Other Crime,8,Yes,16-04-2024 13:00
36884,17-03-2024 07:00,16-03-2024 19:00,17-03-2024 08:00,Mumbai,177,Identity Theft,21,M,Poison,Violent Crime,9,No,
36885,19-03-2024 07:00,16-03-2024 20:00,17-03-2024 06:23,Pune,484,Identity Theft,39,F,Explosives,Violent Crime,2,No,
36886,19-03-2024 06:00,16-03-2024 21:00,17-03-2024 00:05,Hyderabad,178,Homicide,67,M,Firearm,Other Crime,13,Yes,20-10-2024 06:00
36887,17-03-2024 07:00,16-03-2024 22:00,17-03-2024 04:49,Mumbai,240,Arson,15,F,Explosives,Fire Accident,11,Yes,05-05-2024 07:00
36888,18-03-2024 10:00,16-03-2024 23:00,17-03-2024 11:54,Patna,165,Shoplifting,70,F,Firearm,Other Crime,15,Yes,06-02-2024 10:00
36889,17-03-2024 04:00,17-03-2024 00:00,17-03-2024 23:28,Chennai,280,Kidnapping,61,M,None,Other Crime,18,No,
36890,18-03-2024 06:00,17-03-2024 01:00,17-03-2024 09:02,Kolkata,409,Burglary,59,M,Explosives,Other Crime,9,No,
36891,18-03-2024 19:00,17-03-2024 02:00,17-03-2024 11:42,Kolkata,418,Public Intoxication,27,F,Firearm,Other Crime,1,No,
36892,18-03-2024 12:00,17-03-2024 03:00,17-03-2024 23:06,Chennai,189,Cybercrime,60,F,Explosives,Other Crime,3,Yes,04-12-2024 12:00
36893,19-03-2024 10:00,17-03-2024 04:00,17-03-2024 08:46,Ahmedabad,231,Extortion,18,F,Poison,Other Crime,3,Yes,30-03-2024 10:00
36894,19-03-2024 06:00,17-03-2024 05:00,17-03-2024 07:00,Delhi,164,Homicide,43,M,None,Other Crime,17,No,
36895,19-03-2024 08:00,17-03-2024 06:00,17-03-2024 13:44,Indore,530,Vandalism,53,F,Firearm,Other Crime,13,Yes,31-05-2024 08:00
36896,17-03-2024 19:00,17-03-2024 07:00,18-03-2024 03:21,Ghaziabad,192,Cybercrime,68,F,Firearm,Other Crime,9,Yes,20-05-2024 19:00
36897,19-03-2024 14:00,17-03-2024 08:00,17-03-2024 14:08,Kolkata,578,Sexual Assault,44,F,Knife,Violent Crime,10,No,
36898,19-03-2024 20:00,17-03-2024 09:00,17-03-2024 10:38,Mumbai,500,Cybercrime,17,F,Blunt Object,Other Crime,6,Yes,28-05-2024 20:00
36899,17-03-2024 16:00,17-03-2024 10:00,17-03-2024 14:27,Surat,485,Burglary,76,F,Explosives,Other Crime,17,Yes,24-07-2024 16:00
36900,18-03-2024 20:00,17-03-2024 11:00,17-03-2024 14:39,Chennai,312,Public Intoxication,11,M,Explosives,Other Crime,13,No,
36901,17-03-2024 17:00,17-03-2024 12:00,18-03-2024 08:37,Delhi,443,Public Intoxication,78,M,Knife,Other Crime,3,No,
36902,19-03-2024 13:00,17-03-2024 13:00,17-03-2024 14:11,Pune,284,Burglary,39,M,Poison,Other Crime,14,Yes,13-09-2024 13:00
36903,20-03-2024 02:00,17-03-2024 14:00,18-03-2024 11:11,Hyderabad,324,Vandalism,65,F,Knife,Other Crime,5,No,
36904,20-03-2024 00:00,17-03-2024 15:00,17-03-2024 23:43,Mumbai,413,Illegal Possession,42,M,Poison,Other Crime,11,Yes,06-12-2024 00:00
36905,19-03-2024 01:00,17-03-2024 16:00,18-03-2024 07:18,Mumbai,512,Kidnapping,36,M,Blunt Object,Other Crime,14,Yes,04-02-2024 01:00
36906,17-03-2024 20:00,17-03-2024 17:00,18-03-2024 13:40,Hyderabad,430,Robbery,35,M,Firearm,Violent Crime,16,Yes,08-07-2024 20:00
36907,18-03-2024 07:00,17-03-2024 18:00,17-03-2024 22:52,Mumbai,522,Cybercrime,46,F,Knife,Other Crime,7,No,
36908,19-03-2024 11:00,17-03-2024 19:00,18-03-2024 10:26,Mumbai,404,Vehicle - Stolen,11,F,Knife,Violent Crime,8,Yes,23-04-2024 11:00
36909,20-03-2024 01:00,17-03-2024 20:00,18-03-2024 18:53,Kolkata,417,Arson,53,F,Firearm,Fire Accident,8,No,
36910,20-03-2024 09:00,17-03-2024 21:00,18-03-2024 19:55,Bangalore,294,Sexual Assault,36,F,Knife,Violent Crime,19,Yes,19-05-2025 09:00
36911,18-03-2024 10:00,17-03-2024 22:00,18-03-2024 01:50,Thane,189,Kidnapping,73,F,Blunt Object,Other Crime,7,No,
36912,19-03-2024 11:00,17-03-2024 23:00,18-03-2024 14:45,Thane,214,Shoplifting,79,M,Other,Other Crime,1,No,
36913,18-03-2024 08:00,18-03-2024 00:00,18-03-2024 16:27,Chennai,168,Traffic Violation,61,M,Poison,Traffic Fatality,11,Yes,15-04-2024 08:00
36914,18-03-2024 21:00,18-03-2024 01:00,18-03-2024 05:50,Mumbai,273,Counterfeiting,30,F,None,Other Crime,14,Yes,20-05-2024 21:00
36915,20-03-2024 10:00,18-03-2024 02:00,19-03-2024 01:04,Meerut,211,Counterfeiting,28,F,Knife,Other Crime,13,No,
36916,18-03-2024 11:00,18-03-2024 03:00,18-03-2024 17:12,Lucknow,210,Robbery,63,F,Blunt Object,Violent Crime,4,No,
36917,20-03-2024 05:00,18-03-2024 04:00,19-03-2024 01:23,Bangalore,191,Shoplifting,24,M,None,Other Crime,11,No,
36918,20-03-2024 21:00,18-03-2024 05:00,18-03-2024 12:14,Hyderabad,261,Drug Offense,78,F,Poison,Other Crime,2,No,
36919,19-03-2024 09:00,18-03-2024 06:00,18-03-2024 11:32,Bhopal,226,Arson,34,F,Blunt Object,Fire Accident,18,No,
36920,20-03-2024 08:00,18-03-2024 07:00,18-03-2024 11:17,Mumbai,269,Homicide,71,F,Knife,Other Crime,14,Yes,15-01-2025 08:00
36921,20-03-2024 00:00,18-03-2024 08:00,18-03-2024 17:36,Delhi,225,Shoplifting,78,F,Firearm,Other Crime,3,No,
36922,20-03-2024 10:00,18-03-2024 09:00,18-03-2024 16:53,Chennai,430,Vehicle - Stolen,68,F,Knife,Violent Crime,16,No,
36923,18-03-2024 15:00,18-03-2024 10:00,19-03-2024 00:40,Bhopal,434,Arson,11,F,Explosives,Fire Accident,1,Yes,29-03-2024 15:00
36924,19-03-2024 05:00,18-03-2024 11:00,19-03-2024 02:18,Kanpur,346,Extortion,38,M,Firearm,Other Crime,6,Yes,22-05-2024 05:00
36925,20-03-2024 17:00,18-03-2024 12:00,18-03-2024 20:09,Delhi,400,Vehicle - Stolen,73,F,None,Violent Crime,13,Yes,06-09-2024 17:00
36926,20-03-2024 22:00,18-03-2024 13:00,19-03-2024 12:29,Hyderabad,244,Vehicle - Stolen,78,F,Blunt Object,Violent Crime,15,Yes,27-03-2024 22:00
36927,18-03-2024 16:00,18-03-2024 14:00,18-03-2024 21:19,Bangalore,315,Robbery,11,F,Knife,Violent Crime,6,Yes,22-06-2024 16:00
36928,20-03-2024 05:00,18-03-2024 15:00,19-03-2024 08:51,Bangalore,420,Identity Theft,40,M,Poison,Violent Crime,1,Yes,24-04-2024 05:00
36929,21-03-2024 02:00,18-03-2024 16:00,19-03-2024 01:02,Lucknow,331,Public Intoxication,19,F,Poison,Other Crime,16,No,
36930,20-03-2024 18:00,18-03-2024 17:00,19-03-2024 16:38,Bangalore,190,Identity Theft,66,F,Knife,Violent Crime,6,No,
36931,21-03-2024 07:00,18-03-2024 18:00,18-03-2024 19:10,Kalyan,244,Assault,39,F,Other,Violent Crime,19,Yes,04-01-2024 07:00
36932,21-03-2024 10:00,18-03-2024 19:00,18-03-2024 19:24,Agra,338,Cybercrime,44,F,Knife,Other Crime,15,Yes,23-04-2024 10:00
36933,20-03-2024 19:00,18-03-2024 20:00,19-03-2024 00:35,Srinagar,142,Robbery,49,F,None,Violent Crime,2,No,
36934,21-03-2024 20:00,18-03-2024 21:00,19-03-2024 06:32,Ghaziabad,477,Drug Offense,47,F,Knife,Other Crime,5,No,
36935,20-03-2024 10:00,18-03-2024 22:00,19-03-2024 07:25,Delhi,120,Burglary,59,M,Poison,Other Crime,17,No,
36936,21-03-2024 01:00,18-03-2024 23:00,19-03-2024 14:30,Mumbai,270,Vehicle - Stolen,64,F,Explosives,Violent Crime,9,No,
36937,21-03-2024 02:00,19-03-2024 00:00,19-03-2024 00:46,Delhi,518,Homicide,42,F,Poison,Other Crime,4,No,
36938,19-03-2024 05:00,19-03-2024 01:00,19-03-2024 19:33,Bangalore,228,Drug Offense,12,F,Poison,Other Crime,4,Yes,06-07-2024 05:00
36939,21-03-2024 06:00,19-03-2024 02:00,19-03-2024 23:07,Nagpur,476,Robbery,33,F,Explosives,Violent Crime,10,No,
36940,19-03-2024 06:00,19-03-2024 03:00,19-03-2024 10:05,Srinagar,585,Fraud,56,M,Explosives,Other Crime,14,Yes,28-05-2024 06:00
36941,21-03-2024 23:00,19-03-2024 04:00,19-03-2024 23:28,Kolkata,400,Identity Theft,74,F,Blunt Object,Violent Crime,5,No,
36942,20-03-2024 10:00,19-03-2024 05:00,19-03-2024 12:19,Bangalore,202,Homicide,38,M,Poison,Other Crime,13,No,
36943,19-03-2024 22:00,19-03-2024 06:00,20-03-2024 02:49,Patna,589,Counterfeiting,66,F,Other,Other Crime,15,Yes,26-03-2024 22:00
36944,21-03-2024 12:00,19-03-2024 07:00,19-03-2024 08:14,Hyderabad,234,Illegal Possession,15,F,Explosives,Other Crime,13,No,
36945,21-03-2024 17:00,19-03-2024 08:00,19-03-2024 15:00,Chennai,314,Burglary,62,F,Explosives,Other Crime,17,Yes,05-01-2024 17:00
36946,20-03-2024 03:00,19-03-2024 09:00,20-03-2024 07:29,Varanasi,213,Sexual Assault,54,M,Blunt Object,Violent Crime,8,No,
36947,19-03-2024 20:00,19-03-2024 10:00,19-03-2024 14:25,Srinagar,524,Fraud,27,F,Other,Other Crime,3,No,
36948,20-03-2024 00:00,19-03-2024 11:00,19-03-2024 22:53,Thane,449,Drug Offense,66,F,Knife,Other Crime,11,No,
36949,21-03-2024 02:00,19-03-2024 12:00,20-03-2024 03:55,Delhi,169,Drug Offense,19,F,Knife,Other Crime,8,Yes,13-05-2024 02:00
36950,21-03-2024 14:00,19-03-2024 13:00,19-03-2024 16:35,Chennai,342,Kidnapping,59,F,Knife,Other Crime,3,No,
36951,20-03-2024 00:00,19-03-2024 14:00,20-03-2024 07:27,Visakhapatnam,527,Robbery,28,M,Explosives,Violent Crime,18,No,
36952,21-03-2024 02:00,19-03-2024 15:00,20-03-2024 13:39,Bangalore,459,Sexual Assault,68,F,Other,Violent Crime,4,No,
36953,21-03-2024 06:00,19-03-2024 16:00,20-03-2024 11:41,Delhi,543,Fraud,70,M,None,Other Crime,15,No,
36954,21-03-2024 13:00,19-03-2024 17:00,20-03-2024 06:21,Pune,174,Shoplifting,17,F,Knife,Other Crime,2,Yes,04-07-2024 13:00
36955,22-03-2024 01:00,19-03-2024 18:00,20-03-2024 01:34,Bangalore,516,Public Intoxication,16,F,Explosives,Other Crime,11,Yes,27-03-2024 01:00
36956,22-03-2024 18:00,19-03-2024 19:00,20-03-2024 10:03,Patna,359,Kidnapping,62,M,Knife,Other Crime,12,No,
36957,19-03-2024 22:00,19-03-2024 20:00,20-03-2024 19:20,Lucknow,135,Homicide,26,M,Poison,Other Crime,12,No,
36958,22-03-2024 20:00,19-03-2024 21:00,20-03-2024 17:11,Thane,219,Homicide,57,F,Poison,Other Crime,13,No,
36959,20-03-2024 06:00,19-03-2024 22:00,20-03-2024 06:02,Delhi,149,Extortion,76,F,Other,Other Crime,14,Yes,05-07-2024 06:00
36960,20-03-2024 18:00,19-03-2024 23:00,20-03-2024 04:47,Delhi,174,Shoplifting,53,F,Explosives,Other Crime,19,No,
36961,20-03-2024 17:00,20-03-2024 00:00,20-03-2024 11:55,Chennai,227,Shoplifting,20,F,Other,Other Crime,2,No,
36962,23-03-2024 00:00,20-03-2024 01:00,20-03-2024 01:02,Delhi,291,Arson,23,F,Other,Fire Accident,3,No,
36963,20-03-2024 10:00,20-03-2024 02:00,20-03-2024 19:20,Mumbai,370,Burglary,54,M,None,Other Crime,11,Yes,07-10-2024 10:00
36964,22-03-2024 15:00,20-03-2024 03:00,20-03-2024 04:27,Kolkata,512,Cybercrime,49,F,Blunt Object,Other Crime,14,No,
36965,20-03-2024 10:00,20-03-2024 04:00,21-03-2024 03:43,Kolkata,333,Homicide,31,F,Firearm,Other Crime,18,Yes,27-07-2025 10:00
36966,22-03-2024 19:00,20-03-2024 05:00,20-03-2024 20:48,Delhi,441,Drug Offense,21,F,Blunt Object,Other Crime,5,No,
36967,20-03-2024 07:00,20-03-2024 06:00,20-03-2024 07:48,Chennai,141,Robbery,22,M,Explosives,Violent Crime,3,Yes,28-04-2024 07:00
36968,21-03-2024 06:00,20-03-2024 07:00,21-03-2024 04:50,Chennai,252,Extortion,37,F,Blunt Object,Other Crime,19,No,
36969,23-03-2024 04:00,20-03-2024 08:00,21-03-2024 07:03,Chennai,476,Drug Offense,37,F,None,Other Crime,1,No,
36970,22-03-2024 19:00,20-03-2024 09:00,21-03-2024 08:13,Kolkata,134,Fraud,44,M,Poison,Other Crime,14,No,
36971,22-03-2024 16:00,20-03-2024 10:00,20-03-2024 10:17,Mumbai,410,Robbery,39,F,None,Violent Crime,12,Yes,21-06-2024 16:00
36972,20-03-2024 23:00,20-03-2024 11:00,20-03-2024 17:17,Kolkata,436,Domestic Violence,73,F,Firearm,Violent Crime,6,Yes,15-06-2024 23:00
36973,22-03-2024 21:00,20-03-2024 12:00,21-03-2024 09:34,Lucknow,415,Vandalism,31,F,Knife,Other Crime,4,No,
36974,21-03-2024 04:00,20-03-2024 13:00,20-03-2024 13:37,Pune,174,Burglary,73,F,Firearm,Other Crime,3,Yes,05-10-2024 04:00
36975,22-03-2024 18:00,20-03-2024 14:00,21-03-2024 07:05,Bangalore,141,Burglary,20,F,None,Other Crime,10,No,
36976,22-03-2024 05:00,20-03-2024 15:00,21-03-2024 03:34,Kanpur,127,Fraud,14,M,Blunt Object,Other Crime,2,Yes,06-08-2024 05:00
36977,23-03-2024 14:00,20-03-2024 16:00,21-03-2024 07:02,Jaipur,366,Drug Offense,30,F,Firearm,Other Crime,6,Yes,06-03-2024 14:00
36978,22-03-2024 23:00,20-03-2024 17:00,21-03-2024 07:40,Kolkata,218,Vehicle - Stolen,65,F,Explosives,Violent Crime,18,Yes,29-05-2024 23:00
36979,21-03-2024 00:00,20-03-2024 18:00,21-03-2024 15:49,Mumbai,248,Homicide,20,F,Other,Other Crime,7,Yes,10-07-2024 00:00
36980,23-03-2024 09:00,20-03-2024 19:00,21-03-2024 04:00,Patna,327,Vehicle - Stolen,70,M,Blunt Object,Violent Crime,15,Yes,15-06-2024 09:00
36981,21-03-2024 00:00,20-03-2024 20:00,21-03-2024 15:34,Hyderabad,569,Burglary,20,F,Blunt Object,Other Crime,18,Yes,07-11-2024 00:00
36982,23-03-2024 19:00,20-03-2024 21:00,21-03-2024 08:11,Jaipur,329,Vehicle - Stolen,13,M,Explosives,Violent Crime,3,No,
36983,22-03-2024 06:00,20-03-2024 22:00,21-03-2024 10:33,Mumbai,590,Illegal Possession,30,F,Knife,Other Crime,17,Yes,31-05-2024 06:00
36984,21-03-2024 00:00,20-03-2024 23:00,21-03-2024 21:11,Mumbai,564,Cybercrime,14,M,None,Other Crime,18,Yes,17-05-2024 00:00
36985,23-03-2024 09:00,21-03-2024 00:00,21-03-2024 15:43,Ahmedabad,364,Burglary,79,M,Explosives,Other Crime,12,Yes,06-11-2024 09:00
36986,23-03-2024 04:00,21-03-2024 01:00,21-03-2024 10:39,Mumbai,547,Domestic Violence,68,F,Firearm,Violent Crime,18,No,
36987,23-03-2024 03:00,21-03-2024 02:00,21-03-2024 21:07,Pune,597,Shoplifting,72,F,None,Other Crime,9,No,
36988,23-03-2024 23:00,21-03-2024 03:00,21-03-2024 09:33,Hyderabad,523,Robbery,38,F,None,Violent Crime,5,Yes,05-06-2024 23:00
36989,21-03-2024 08:00,21-03-2024 04:00,21-03-2024 21:22,Hyderabad,323,Kidnapping,15,M,None,Other Crime,15,Yes,23-04-2024 08:00
36990,23-03-2024 22:00,21-03-2024 05:00,21-03-2024 16:26,Delhi,358,Public Intoxication,25,M,Firearm,Other Crime,8,Yes,04-07-2024 22:00
36991,24-03-2024 02:00,21-03-2024 06:00,21-03-2024 21:47,Visakhapatnam,324,Vandalism,27,F,Explosives,Other Crime,18,No,
36992,24-03-2024 02:00,21-03-2024 07:00,21-03-2024 17:35,Thane,496,Vehicle - Stolen,45,F,Firearm,Violent Crime,10,No,
36993,22-03-2024 12:00,21-03-2024 08:00,21-03-2024 22:11,Nashik,473,Robbery,64,M,Other,Violent Crime,1,No,
36994,22-03-2024 11:00,21-03-2024 09:00,22-03-2024 04:13,Lucknow,136,Traffic Violation,16,F,Other,Traffic Fatality,3,No,
36995,22-03-2024 10:00,21-03-2024 10:00,21-03-2024 13:43,Pune,508,Cybercrime,44,F,Blunt Object,Other Crime,18,Yes,14-06-2024 10:00
36996,23-03-2024 12:00,21-03-2024 11:00,22-03-2024 06:52,Delhi,126,Sexual Assault,66,F,Knife,Violent Crime,4,Yes,12-01-2024 12:00
36997,22-03-2024 00:00,21-03-2024 12:00,21-03-2024 13:43,Ahmedabad,575,Robbery,26,F,Other,Violent Crime,14,No,
36998,24-03-2024 07:00,21-03-2024 13:00,21-03-2024 21:03,Mumbai,464,Fraud,67,F,Poison,Other Crime,16,Yes,25-04-2024 07:00
36999,22-03-2024 07:00,21-03-2024 14:00,21-03-2024 17:56,Hyderabad,593,Drug Offense,31,F,Knife,Other Crime,5,No,
37000,22-03-2024 08:00,21-03-2024 15:00,22-03-2024 00:20,Lucknow,538,Counterfeiting,63,M,Firearm,Other Crime,14,Yes,16-05-2024 08:00
37001,22-03-2024 16:00,21-03-2024 16:00,21-03-2024 19:04,Hyderabad,303,Burglary,53,F,Explosives,Other Crime,8,Yes,27-07-2024 16:00
37002,24-03-2024 11:00,21-03-2024 17:00,21-03-2024 18:42,Ahmedabad,587,Vehicle - Stolen,37,M,Other,Violent Crime,7,No,
37003,24-03-2024 00:00,21-03-2024 18:00,22-03-2024 12:37,Mumbai,450,Drug Offense,35,M,Other,Other Crime,13,No,
37004,24-03-2024 00:00,21-03-2024 19:00,22-03-2024 11:16,Delhi,357,Fraud,14,F,Blunt Object,Other Crime,17,Yes,14-06-2024 00:00
37005,23-03-2024 23:00,21-03-2024 20:00,22-03-2024 16:09,Mumbai,392,Assault,49,M,Poison,Violent Crime,5,No,
37006,24-03-2024 02:00,21-03-2024 21:00,22-03-2024 15:21,Pune,168,Fraud,18,F,Knife,Other Crime,5,Yes,29-05-2024 02:00
37007,24-03-2024 16:00,21-03-2024 22:00,22-03-2024 11:04,Delhi,524,Homicide,61,F,Knife,Other Crime,9,Yes,31-05-2025 16:00
37008,22-03-2024 02:00,21-03-2024 23:00,22-03-2024 05:25,Mumbai,104,Robbery,68,F,Explosives,Violent Crime,1,No,
37009,23-03-2024 02:00,22-03-2024 00:00,22-03-2024 18:41,Delhi,328,Homicide,70,F,Knife,Other Crime,11,No,
37010,24-03-2024 10:00,22-03-2024 01:00,22-03-2024 18:50,Ghaziabad,327,Robbery,59,M,Poison,Violent Crime,7,No,
37011,25-03-2024 01:00,22-03-2024 02:00,22-03-2024 20:40,Delhi,445,Traffic Violation,33,F,None,Traffic Fatality,9,Yes,31-03-2024 01:00
37012,24-03-2024 10:00,22-03-2024 03:00,22-03-2024 08:32,Visakhapatnam,428,Kidnapping,60,F,Knife,Other Crime,16,No,
37013,24-03-2024 04:00,22-03-2024 04:00,22-03-2024 12:10,Chennai,297,Sexual Assault,56,F,Poison,Violent Crime,18,No,
37014,24-03-2024 01:00,22-03-2024 05:00,22-03-2024 22:51,Jaipur,596,Identity Theft,28,F,Blunt Object,Violent Crime,16,No,
37015,24-03-2024 12:00,22-03-2024 06:00,23-03-2024 03:37,Bangalore,254,Public Intoxication,29,F,Firearm,Other Crime,15,Yes,04-01-2024 12:00
37016,24-03-2024 12:00,22-03-2024 07:00,22-03-2024 14:49,Lucknow,270,Identity Theft,58,M,Firearm,Violent Crime,12,No,
37017,22-03-2024 11:00,22-03-2024 08:00,22-03-2024 08:31,Delhi,319,Shoplifting,11,M,Blunt Object,Other Crime,5,Yes,21-05-2024 11:00
37018,25-03-2024 00:00,22-03-2024 09:00,22-03-2024 20:20,Delhi,526,Extortion,16,M,Blunt Object,Other Crime,7,No,
37019,23-03-2024 04:00,22-03-2024 10:00,22-03-2024 11:55,Chennai,157,Extortion,25,F,None,Other Crime,8,No,
37020,24-03-2024 06:00,22-03-2024 11:00,23-03-2024 06:38,Delhi,490,Firearm Offense,49,F,Poison,Fire Accident,11,No,
37021,25-03-2024 11:00,22-03-2024 12:00,22-03-2024 16:02,Kolkata,459,Traffic Violation,66,F,None,Traffic Fatality,15,No,
37022,23-03-2024 22:00,22-03-2024 13:00,22-03-2024 18:51,Delhi,404,Vehicle - Stolen,36,F,None,Violent Crime,16,Yes,13-05-2024 22:00
37023,25-03-2024 09:00,22-03-2024 14:00,22-03-2024 14:49,Kanpur,540,Public Intoxication,55,F,Poison,Other Crime,1,No,
37024,24-03-2024 03:00,22-03-2024 15:00,23-03-2024 02:18,Agra,595,Fraud,24,M,Poison,Other Crime,8,No,
37025,23-03-2024 21:00,22-03-2024 16:00,23-03-2024 00:56,Jaipur,159,Cybercrime,39,F,Blunt Object,Other Crime,16,No,
37026,24-03-2024 12:00,22-03-2024 17:00,23-03-2024 02:25,Delhi,235,Vehicle - Stolen,76,F,Other,Violent Crime,13,No,
37027,23-03-2024 20:00,22-03-2024 18:00,23-03-2024 08:20,Delhi,493,Illegal Possession,75,F,None,Other Crime,12,No,
